order_id,user_id,order_date,product_ids,num_items,order_total,payment_method,status,delivery_days
O0007109,U000834,2022-12-07 02:56:07,P00219×4,1,1666.76,Credit Card,Shipped,13
O0007110,U000571,2021-03-27 10:16:47,P00064×3,1,3133.41,Credit Card,Cancelled,
O0007111,U001811,2019-09-28 10:45:36,P00295×2|P00297×4,2,4404.94,Bank Transfer,Delivered,4
O0007112,U001577,2019-04-02 17:19:53,P00266×2,1,1136.66,Bank Transfer,Cancelled,
O0007113,U001243,2023-05-06 11:11:49,P00413×1,1,4.57,Gift Card,Delivered,4
O0007114,U001562,2019-05-12 13:10:05,P00078×4,1,822.28,Apple Pay,Cancelled,
O0007115,U001861,2022-08-04 00:09:58,P00372×1,1,341.18,PayPal,Delivered,10
O0007116,U000883,2022-04-20 05:34:51,P00228×2,1,1258.1,Credit Card,Returned,14
O0007117,U001279,2024-04-12 20:07:33,P00472×3|P00089×2|P00247×5|P00155×2,4,6490.0,Credit Card,Returned,10
O0007118,U001955,2019-01-03 16:10:54,P00164×1,1,752.64,Debit Card,Delivered,9
O0007119,U001893,2022-03-13 14:18:47,P00109×1|P00423×1,2,1702.07,Gift Card,Processing,
O0007120,U000601,2023-03-02 18:26:41,P00428×1,1,868.55,PayPal,Cancelled,
O0007121,U000170,2025-01-11 03:31:55,P00277×1|P00347×2|P00288×2|P00265×2|P00285×3,5,6248.72,Apple Pay,Delivered,12
O0007122,U001036,2019-05-02 03:35:47,P00122×4|P00193×3,2,995.03,Debit Card,Delivered,6
O0007123,U000757,2022-09-17 12:34:46,P00203×2,1,659.66,Bank Transfer,Processing,
O0007124,U001167,2020-02-09 17:53:05,P00010×3|P00275×5|P00044×2|P00293×4,4,9568.67,Google Pay,Delivered,8
O0007125,U000756,2022-11-04 13:35:04,P00463×2|P00425×4,2,4717.84,Gift Card,Shipped,11
O0007126,U001811,2020-04-13 15:01:34,P00043×4|P00494×3|P00303×5,3,7840.14,Apple Pay,Delivered,6
O0007127,U000992,2021-02-03 10:24:01,P00323×1|P00197×5|P00106×2,3,7119.56,Bank Transfer,Delivered,6
O0007128,U000243,2019-12-11 08:08:42,P00016×5|P00283×1|P00234×4|P00466×1,4,14383.98,Credit Card,Delivered,4
O0007129,U001644,2019-08-01 03:49:27,P00225×3|P00203×2,2,2680.28,Debit Card,Delivered,9
O0007130,U001983,2021-05-04 21:48:41,P00298×5,1,5730.9,Gift Card,Delivered,5
O0007131,U000645,2024-05-28 12:00:36,P00084×4,1,4079.36,Bank Transfer,Shipped,3
O0007132,U000571,2022-09-22 13:40:58,P00444×5,1,4462.9,Debit Card,Delivered,14
O0007133,U001286,2023-12-16 04:38:26,P00323×1|P00332×1,2,812.96,Debit Card,Shipped,5
O0007134,U001820,2023-02-10 06:43:24,P00076×2|P00460×3|P00314×5|P00086×5|P00102×4,5,11920.08,Gift Card,Shipped,9
O0007135,U000841,2020-01-10 22:32:55,P00165×4|P00005×3|P00195×3|P00214×5|P00014×4,5,14990.8,Credit Card,Cancelled,
O0007136,U000725,2019-04-01 11:28:35,P00178×3,1,2825.52,PayPal,Delivered,9
O0007137,U000211,2024-09-24 06:53:15,P00279×1|P00347×4|P00029×4,3,4405.38,Bank Transfer,Returned,11
O0007138,U000061,2024-10-25 22:10:00,P00435×4,1,622.28,Apple Pay,Returned,11
O0007139,U001633,2020-08-06 11:23:09,P00054×1,1,587.49,Credit Card,Returned,9
O0007140,U001628,2020-10-26 07:49:43,P00369×4,1,4083.52,Credit Card,Delivered,4
O0007141,U001476,2023-03-15 22:31:27,P00459×2|P00120×4,2,1895.74,Gift Card,Delivered,10
O0007142,U001438,2023-04-01 20:26:14,P00007×2|P00309×1|P00348×5|P00318×1|P00372×4,5,7948.79,Apple Pay,Shipped,4
O0007143,U001372,2024-03-21 07:33:26,P00339×3,1,1198.35,Apple Pay,Cancelled,
O0007144,U000188,2019-04-07 22:42:56,P00022×2,1,977.54,Apple Pay,Delivered,2
O0007145,U000669,2024-08-31 00:33:03,P00242×2,1,1223.5,Google Pay,Delivered,6
O0007146,U001042,2023-02-15 05:56:06,P00042×1,1,798.64,Debit Card,Cancelled,
O0007147,U000108,2021-10-14 19:50:36,P00180×1|P00481×1,2,1843.77,PayPal,Cancelled,
O0007148,U001536,2023-12-04 15:23:37,P00483×3|P00271×2,2,3544.68,Credit Card,Delivered,10
O0007149,U001241,2022-01-08 19:38:29,P00074×2|P00116×2|P00068×3,3,6328.7,PayPal,Delivered,10
O0007150,U000351,2024-06-26 19:20:01,P00108×3|P00090×2,2,4118.0,Debit Card,Processing,
O0007151,U001629,2023-05-21 03:46:35,P00170×2,1,1788.38,Debit Card,Shipped,12
O0007152,U000034,2019-08-15 19:29:08,P00323×4,1,2799.28,Debit Card,Delivered,7
O0007153,U001504,2024-07-10 12:13:39,P00457×3|P00131×3,2,1815.48,Apple Pay,Shipped,8
O0007154,U001844,2024-02-23 22:09:42,P00118×1|P00007×1,2,1341.22,Google Pay,Shipped,14
O0007155,U000063,2025-02-18 13:47:48,P00228×5|P00466×4|P00328×4,3,5653.41,Gift Card,Delivered,14
O0007156,U000780,2020-10-02 06:54:08,P00157×3|P00174×2,2,4417.68,Debit Card,Returned,12
O0007157,U000497,2022-11-30 02:36:16,P00398×4,1,4124.84,Debit Card,Delivered,1
O0007158,U001600,2023-04-26 13:47:33,P00038×1,1,545.4,Bank Transfer,Processing,
O0007159,U000408,2019-09-17 10:48:52,P00205×4,1,3775.76,Debit Card,Delivered,12
O0007160,U000669,2021-08-30 00:29:51,P00012×3,1,1640.58,Debit Card,Delivered,2
O0007161,U001840,2024-08-13 09:47:30,P00408×3|P00058×3|P00203×4|P00121×2,4,6508.15,Google Pay,Processing,
O0007162,U000845,2021-01-19 03:54:43,P00087×2|P00180×4|P00455×1,3,8493.79,PayPal,Delivered,3
O0007163,U000903,2022-06-01 06:40:17,P00096×2|P00474×4|P00066×2,3,8045.94,Google Pay,Cancelled,
O0007164,U001304,2020-07-27 00:29:33,P00014×1|P00067×1,2,2264.26,Bank Transfer,Shipped,10
O0007165,U001467,2019-08-05 16:26:32,P00042×5|P00434×2,2,6597.4,Debit Card,Delivered,10
O0007166,U001292,2023-11-23 11:36:34,P00136×4|P00006×5|P00295×5,3,12583.7,Apple Pay,Delivered,6
O0007167,U001294,2022-01-07 18:59:06,P00460×5,1,3314.4,Bank Transfer,Shipped,11
O0007168,U000188,2019-04-28 03:41:29,P00227×2|P00033×5|P00108×3,3,4415.41,Google Pay,Delivered,5
O0007169,U000356,2021-06-27 10:31:11,P00055×2|P00109×1|P00279×2,3,5520.8,Debit Card,Shipped,14
O0007170,U000472,2019-06-06 07:35:50,P00453×5|P00032×3|P00332×4,3,5115.43,Debit Card,Delivered,1
O0007171,U000389,2024-01-27 10:22:35,P00067×5,1,3697.25,Credit Card,Delivered,6
O0007172,U001784,2019-03-23 23:46:32,P00329×4|P00094×3,2,4481.73,Gift Card,Delivered,3
O0007173,U000103,2020-06-19 02:08:48,P00356×5,1,6579.8,Apple Pay,Delivered,4
O0007174,U000172,2022-09-13 23:04:19,P00222×1|P00004×3,2,3788.82,Debit Card,Shipped,4
O0007175,U001079,2023-03-14 01:54:57,P00155×3|P00119×2,2,619.97,Credit Card,Cancelled,
O0007176,U001997,2020-02-15 09:23:24,P00215×2,1,1629.26,Apple Pay,Cancelled,
O0007177,U000030,2023-03-03 20:23:40,P00301×2,1,974.9,Debit Card,Delivered,6
O0007178,U000281,2022-09-28 17:13:40,P00126×3|P00311×5,2,1773.88,Apple Pay,Cancelled,
O0007179,U001123,2023-12-02 05:10:48,P00486×1,1,640.62,Debit Card,Delivered,4
O0007180,U001991,2024-03-28 17:06:54,P00398×3|P00202×2,2,4197.83,Credit Card,Cancelled,
O0007181,U000144,2024-01-05 21:39:50,P00015×5|P00053×3|P00121×2,3,9615.55,Apple Pay,Delivered,10
O0007182,U000754,2020-09-20 00:02:19,P00400×1,1,1653.44,Apple Pay,Shipped,9
O0007183,U001900,2020-08-05 05:46:12,P00455×1|P00493×5,2,5837.33,PayPal,Delivered,12
O0007184,U001286,2023-04-23 11:54:50,P00398×2|P00440×5,2,4756.12,Bank Transfer,Delivered,1
O0007185,U000375,2020-04-06 14:31:10,P00399×1|P00172×1,2,1650.31,Gift Card,Delivered,14
O0007186,U000588,2023-09-18 21:19:35,P00207×3|P00137×1,2,2732.51,Bank Transfer,Cancelled,
O0007187,U001764,2021-03-23 23:58:59,P00181×1|P00291×2|P00439×2|P00208×1,4,5215.41,Apple Pay,Delivered,9
O0007188,U000949,2022-02-14 13:42:43,P00315×5,1,2693.2,Bank Transfer,Shipped,13
O0007189,U001777,2020-05-26 13:51:38,P00265×3|P00144×5,2,9359.04,Bank Transfer,Processing,
O0007190,U000543,2019-08-03 16:37:20,P00376×1,1,507.41,Google Pay,Delivered,7
O0007191,U001131,2024-05-04 14:04:31,P00176×4,1,5307.52,Bank Transfer,Delivered,14
O0007192,U000300,2021-06-11 03:07:41,P00351×4,1,2506.16,Debit Card,Delivered,6
O0007193,U000746,2024-08-29 16:08:45,P00187×2,1,949.04,Apple Pay,Delivered,14
O0007194,U001662,2019-09-19 00:20:28,P00174×4|P00338×3|P00177×5|P00436×3,4,7769.69,Debit Card,Returned,8
O0007195,U001901,2019-05-14 06:10:31,P00096×5|P00240×3,2,10064.82,Google Pay,Cancelled,
O0007196,U001893,2020-11-26 01:00:11,P00143×1|P00194×4|P00051×5|P00231×3,4,7603.47,Apple Pay,Delivered,5
O0007197,U001021,2024-12-02 17:35:16,P00002×5|P00217×1|P00371×2,3,2191.22,Credit Card,Delivered,7
O0007198,U000062,2022-11-15 06:52:38,P00260×1,1,935.51,Credit Card,Cancelled,
O0007199,U001487,2022-08-25 16:48:35,P00230×1|P00388×2|P00034×2|P00056×2|P00014×3,5,8167.16,Google Pay,Cancelled,
O0007200,U001379,2024-05-02 08:50:32,P00204×1|P00289×5|P00319×5,3,7403.25,Credit Card,Cancelled,
O0007201,U001915,2021-07-23 08:03:57,P00051×3|P00146×4|P00269×3,3,2543.39,Google Pay,Delivered,5
O0007202,U000151,2025-02-04 00:50:01,P00093×5|P00142×4,2,4917.9,Debit Card,Delivered,1
O0007203,U000870,2023-09-25 05:53:39,P00043×1|P00128×4|P00403×2,3,4905.82,Bank Transfer,Delivered,12
O0007204,U001584,2024-11-06 03:53:45,P00422×4|P00074×4,2,11046.96,Apple Pay,Delivered,9
O0007205,U001741,2024-08-11 10:49:31,P00409×3,1,3221.31,Apple Pay,Delivered,7
O0007206,U001474,2023-12-22 20:20:15,P00363×4|P00190×2,2,4403.82,Google Pay,Delivered,8
O0007207,U001141,2023-07-03 18:36:47,P00329×4|P00339×1,2,3835.65,Google Pay,Delivered,14
O0007208,U001861,2024-04-11 11:18:33,P00268×2,1,686.16,Bank Transfer,Cancelled,
O0007209,U000579,2022-10-10 09:01:08,P00460×2|P00059×2|P00272×4,3,5282.5,Apple Pay,Delivered,11
O0007210,U001101,2020-04-19 14:25:23,P00134×4|P00487×2|P00228×2,3,4073.2,Gift Card,Shipped,14
O0007211,U000790,2019-07-23 21:35:06,P00057×5|P00120×2|P00214×4,3,13169.98,Bank Transfer,Delivered,5
O0007212,U000098,2019-05-23 16:43:23,P00201×2|P00069×5,2,5228.67,Bank Transfer,Shipped,3
O0007213,U001945,2024-05-08 17:51:19,P00015×5|P00247×4|P00158×2,3,8297.92,PayPal,Returned,12
O0007214,U001730,2021-02-03 02:05:00,P00329×3,1,2577.15,Debit Card,Cancelled,
O0007215,U000704,2020-02-05 18:48:12,P00376×1|P00056×3,2,2644.97,Gift Card,Delivered,11
O0007216,U001400,2019-09-12 04:33:39,P00087×2,1,2352.3,Google Pay,Processing,
O0007217,U000702,2024-10-29 17:26:36,P00131×2|P00491×3|P00398×2|P00176×5,4,10936.66,PayPal,Processing,
O0007218,U001912,2019-06-25 20:35:27,P00032×4,1,1465.96,Bank Transfer,Delivered,11
O0007219,U001238,2019-08-03 23:24:04,P00302×1|P00065×3|P00019×5|P00179×3,4,7427.73,PayPal,Delivered,13
O0007220,U001272,2025-02-08 20:35:22,P00337×3|P00391×5|P00071×3,3,6155.26,Debit Card,Returned,3
O0007221,U001060,2020-02-25 20:18:24,P00426×1,1,142.3,Apple Pay,Delivered,8
O0007222,U000988,2021-05-04 12:24:27,P00333×4|P00039×3,2,6312.58,Apple Pay,Shipped,3
O0007223,U000475,2019-11-28 21:20:38,P00314×1,1,296.6,Gift Card,Delivered,4
O0007224,U001600,2021-05-27 22:14:21,P00160×4|P00089×5|P00094×2|P00117×1,4,14460.94,Apple Pay,Delivered,11
O0007225,U000216,2020-05-20 04:42:04,P00019×5|P00187×4,2,4464.58,Gift Card,Delivered,1
O0007226,U001273,2023-01-06 03:14:50,P00082×2,1,1790.72,Apple Pay,Cancelled,
O0007227,U001722,2023-07-30 14:15:48,P00345×2,1,2310.04,Credit Card,Delivered,8
O0007228,U001588,2023-11-22 09:38:37,P00461×3,1,1039.5,Credit Card,Delivered,3
O0007229,U000240,2024-03-03 16:16:10,P00407×4,1,452.6,Google Pay,Processing,
O0007230,U000252,2022-07-18 01:45:59,P00268×4|P00418×1,2,1541.96,PayPal,Shipped,6
O0007231,U000835,2023-08-14 17:24:41,P00285×4,1,1794.68,PayPal,Returned,11
O0007232,U001361,2021-06-02 14:08:55,P00010×5,1,1000.35,Apple Pay,Processing,
O0007233,U000793,2022-07-12 08:03:02,P00383×5,1,954.9,Debit Card,Cancelled,
O0007234,U000718,2024-05-16 16:42:23,P00419×3,1,3359.07,Apple Pay,Shipped,10
O0007235,U000349,2023-07-01 06:31:58,P00412×1|P00035×1,2,984.52,Apple Pay,Returned,14
O0007236,U001424,2022-06-30 11:03:24,P00363×3,1,2402.25,Gift Card,Delivered,4
O0007237,U001991,2020-01-01 08:24:54,P00125×4,1,519.4,Debit Card,Delivered,12
O0007238,U000107,2021-06-07 07:17:32,P00405×5,1,5796.4,Apple Pay,Delivered,13
O0007239,U001900,2023-11-10 13:32:47,P00411×1,1,275.59,Google Pay,Shipped,5
O0007240,U001738,2019-10-05 20:54:01,P00311×2|P00366×2,2,841.0,Credit Card,Delivered,14
O0007241,U000973,2019-08-09 12:47:57,P00060×1|P00208×2,2,1576.78,PayPal,Returned,10
O0007242,U000948,2022-08-24 22:39:11,P00027×1,1,613.17,Gift Card,Delivered,10
O0007243,U000430,2023-02-03 23:43:39,P00360×1|P00387×3|P00164×1,3,3957.75,Gift Card,Delivered,7
O0007244,U001200,2021-12-05 12:13:33,P00201×4|P00012×2|P00023×3,3,6673.17,Google Pay,Delivered,8
O0007245,U000576,2023-04-14 13:40:25,P00286×1,1,669.26,PayPal,Cancelled,
O0007246,U000908,2021-06-20 06:24:21,P00153×5,1,145.05,Debit Card,Returned,9
O0007247,U001718,2024-07-08 17:59:23,P00277×3,1,77.79,Debit Card,Delivered,6
O0007248,U000297,2020-09-30 20:21:36,P00236×1,1,995.13,Gift Card,Delivered,14
O0007249,U000786,2024-02-10 02:24:48,P00254×3|P00246×2|P00317×5,3,15846.88,Credit Card,Delivered,12
O0007250,U000178,2019-01-09 06:58:04,P00006×3|P00204×1|P00111×4|P00056×4,4,12031.6,Google Pay,Delivered,2
O0007251,U000523,2023-05-18 22:51:01,P00135×1,1,44.92,Apple Pay,Delivered,14
O0007252,U001352,2023-02-04 01:50:49,P00031×2,1,1905.54,Debit Card,Cancelled,
O0007253,U001140,2019-06-26 17:43:05,P00055×1,1,936.87,Credit Card,Shipped,10
O0007254,U000221,2025-02-18 13:49:57,P00309×1,1,641.0,Debit Card,Delivered,11
O0007255,U000783,2023-11-19 05:54:25,P00451×5|P00012×3,2,4688.23,Google Pay,Returned,8
O0007256,U001275,2024-06-14 20:58:42,P00267×3,1,2732.55,Apple Pay,Delivered,7
O0007257,U001233,2024-05-24 19:51:57,P00216×4,1,2127.16,Google Pay,Delivered,1
O0007258,U000453,2020-04-03 16:28:44,P00267×5|P00373×2|P00080×2|P00471×2,4,6310.27,Debit Card,Shipped,6
O0007259,U000434,2023-03-24 12:16:56,P00167×1|P00348×3,2,1791.38,Apple Pay,Returned,10
O0007260,U000271,2019-07-20 20:19:42,P00163×5|P00015×4|P00334×2,3,5373.24,Gift Card,Cancelled,
O0007261,U000095,2022-01-23 07:44:48,P00206×4,1,1862.64,Gift Card,Cancelled,
O0007262,U001017,2022-12-16 07:36:52,P00483×5,1,5537.5,Gift Card,Delivered,8
O0007263,U000252,2023-05-11 22:03:01,P00006×5,1,5769.95,Gift Card,Shipped,4
O0007264,U001235,2019-05-03 10:34:20,P00001×2|P00470×2,2,1242.68,Apple Pay,Delivered,10
O0007265,U000686,2023-08-08 07:38:39,P00289×4,1,3932.32,PayPal,Returned,5
O0007266,U001027,2021-01-23 02:08:13,P00301×1|P00390×4|P00400×1|P00499×5,4,3646.33,Gift Card,Delivered,12
O0007267,U001739,2019-01-08 11:33:14,P00470×3|P00184×1|P00005×3,3,3194.89,Credit Card,Delivered,4
O0007268,U001793,2022-01-03 09:58:07,P00002×3|P00046×1,2,2007.06,Credit Card,Cancelled,
O0007269,U000022,2022-02-26 05:15:07,P00356×5|P00273×3|P00108×5,3,14415.78,PayPal,Shipped,5
O0007270,U001610,2022-05-20 10:29:42,P00169×4,1,5637.68,Credit Card,Delivered,9
O0007271,U000618,2022-11-03 00:06:19,P00491×5,1,2476.3,Credit Card,Delivered,12
O0007272,U001998,2022-01-20 05:45:10,P00399×5,1,1226.25,Google Pay,Delivered,2
O0007273,U001978,2024-09-03 08:57:30,P00306×3|P00182×2|P00357×3,3,8298.45,Bank Transfer,Processing,
O0007274,U001381,2020-08-13 18:13:45,P00390×1|P00424×3|P00304×2,3,4043.02,Apple Pay,Processing,
O0007275,U000672,2021-03-12 23:57:10,P00298×1|P00011×1,2,2212.73,Bank Transfer,Shipped,10
O0007276,U001906,2021-08-29 16:07:06,P00294×5,1,2632.5,Google Pay,Shipped,9
O0007277,U000164,2021-01-02 17:53:19,P00261×3|P00373×3|P00149×4,3,7261.12,PayPal,Shipped,12
O0007278,U000637,2021-09-05 12:04:31,P00160×1|P00333×2|P00094×2,3,2976.54,Bank Transfer,Delivered,9
O0007279,U000826,2025-01-19 01:43:44,P00171×5|P00073×2|P00300×1,3,5309.54,Bank Transfer,Delivered,1
O0007280,U000892,2023-09-13 17:13:30,P00196×1,1,1005.49,Debit Card,Processing,
O0007281,U001400,2022-11-21 05:14:24,P00361×1,1,160.53,Google Pay,Delivered,2
O0007282,U000415,2024-06-09 14:29:16,P00419×1,1,1119.69,Apple Pay,Delivered,11
O0007283,U001565,2019-09-20 18:11:44,P00409×2,1,2147.54,Google Pay,Processing,
O0007284,U000305,2019-02-26 20:46:05,P00108×5,1,4313.5,PayPal,Delivered,6
O0007285,U001033,2021-10-09 11:01:50,P00187×5|P00451×2,2,3591.66,Debit Card,Cancelled,
O0007286,U001241,2022-05-23 13:49:16,P00087×3|P00328×1,2,3697.43,PayPal,Delivered,3
O0007287,U001360,2022-03-10 04:26:16,P00390×5,1,211.05,Google Pay,Processing,
O0007288,U000225,2021-01-08 05:22:33,P00347×2,1,1457.3,PayPal,Processing,
O0007289,U001618,2024-01-24 12:33:11,P00185×5|P00485×1,2,5434.34,Apple Pay,Processing,
O0007290,U000953,2022-09-14 16:05:32,P00486×5|P00008×5|P00242×5|P00032×2|P00127×4,5,12479.92,Google Pay,Shipped,4
O0007291,U000797,2019-05-30 04:28:58,P00419×2,1,2239.38,Bank Transfer,Delivered,8
O0007292,U001879,2021-05-29 01:15:37,P00103×1|P00240×1,2,1465.94,Gift Card,Shipped,9
O0007293,U000617,2023-07-17 20:26:47,P00254×3,1,4602.42,Credit Card,Delivered,3
O0007294,U001177,2021-06-01 20:12:42,P00435×1,1,155.57,Google Pay,Delivered,1
O0007295,U001741,2022-11-20 14:10:47,P00176×4|P00413×2|P00165×1|P00476×2|P00265×1,5,9306.14,PayPal,Delivered,3
O0007296,U000321,2021-02-02 20:36:42,P00016×3|P00490×1|P00119×3|P00232×2,4,7119.61,PayPal,Cancelled,
O0007297,U000412,2019-01-01 12:46:50,P00130×4|P00399×3,2,4989.47,Credit Card,Processing,
O0007298,U001992,2022-01-27 00:42:51,P00351×4|P00236×1|P00279×5,3,10078.79,Gift Card,Shipped,12
O0007299,U000469,2024-04-11 11:19:45,P00036×5,1,797.6,PayPal,Delivered,6
O0007300,U000146,2024-11-30 17:50:08,P00364×1,1,699.03,Bank Transfer,Returned,14
O0007301,U001502,2021-03-19 07:33:59,P00166×5,1,2412.85,Credit Card,Delivered,13
O0007302,U001569,2020-06-02 02:00:16,P00089×4|P00495×1,2,7241.39,Credit Card,Cancelled,
O0007303,U000723,2019-04-03 09:10:06,P00163×1,1,214.68,Gift Card,Delivered,8
O0007304,U000988,2022-10-06 03:32:02,P00262×3|P00365×4,2,4132.94,Credit Card,Delivered,11
O0007305,U001436,2022-05-28 22:57:40,P00441×1,1,37.95,PayPal,Delivered,2
O0007306,U001920,2024-03-14 05:07:21,P00253×3|P00171×5,2,6818.39,Bank Transfer,Delivered,11
O0007307,U001216,2020-07-06 14:28:10,P00308×2,1,1085.0,Google Pay,Delivered,7
O0007308,U001805,2024-06-15 07:40:06,P00158×4,1,2574.76,Credit Card,Delivered,12
O0007309,U001542,2019-06-09 00:01:17,P00215×5|P00222×4,2,10104.95,Apple Pay,Shipped,6
O0007310,U000263,2023-09-28 21:22:56,P00296×1|P00434×2,2,3350.37,Credit Card,Delivered,12
O0007311,U001733,2020-05-08 09:59:24,P00258×1,1,772.83,Gift Card,Delivered,9
O0007312,U001447,2019-01-27 10:14:21,P00230×3|P00405×3,2,4757.43,Debit Card,Delivered,5
O0007313,U000705,2022-07-02 02:51:33,P00312×1,1,569.93,Apple Pay,Delivered,4
O0007314,U000536,2024-09-10 00:40:29,P00278×5,1,3050.55,Apple Pay,Delivered,6
O0007315,U000461,2019-05-18 21:02:56,P00366×4,1,1311.84,Debit Card,Processing,
O0007316,U001303,2021-01-27 13:21:59,P00289×1,1,983.08,Bank Transfer,Cancelled,
O0007317,U001756,2022-03-27 00:12:06,P00351×5|P00380×3,2,6807.55,PayPal,Delivered,9
O0007318,U000049,2023-12-02 01:23:43,P00029×2,1,87.64,Gift Card,Shipped,12
O0007319,U001544,2024-05-23 09:20:25,P00172×4|P00257×2,2,6907.38,Credit Card,Processing,
O0007320,U000725,2024-01-23 20:12:48,P00441×2,1,75.9,Bank Transfer,Delivered,13
O0007321,U001946,2022-07-21 04:02:29,P00026×2,1,1790.52,Debit Card,Processing,
O0007322,U000028,2023-05-05 04:22:58,P00403×2,1,30.52,Gift Card,Delivered,9
O0007323,U000229,2022-12-26 06:23:04,P00294×4,1,2106.0,Gift Card,Delivered,6
O0007324,U001774,2020-11-25 03:57:23,P00434×1,1,1302.1,Apple Pay,Delivered,1
O0007325,U000430,2023-06-18 11:07:14,P00058×3|P00061×1,2,953.91,Credit Card,Delivered,11
O0007326,U000263,2021-09-18 08:14:55,P00439×5,1,4064.4,Credit Card,Delivered,13
O0007327,U001290,2020-06-19 22:21:07,P00201×4|P00421×3,2,6075.65,Debit Card,Shipped,11
O0007328,U001255,2023-01-15 13:50:46,P00252×3|P00009×4,2,2750.88,PayPal,Delivered,3
O0007329,U000148,2020-02-29 15:45:45,P00170×2,1,1788.38,PayPal,Delivered,14
O0007330,U000226,2019-11-17 01:53:31,P00473×4,1,3669.52,PayPal,Delivered,6
O0007331,U001675,2019-12-23 04:20:26,P00448×1|P00156×3,2,4508.1,Bank Transfer,Shipped,6
O0007332,U000542,2021-07-24 10:32:02,P00026×5|P00223×2|P00165×5,3,5592.67,Apple Pay,Shipped,3
O0007333,U000616,2023-04-09 00:08:09,P00315×4,1,2154.56,Gift Card,Delivered,7
O0007334,U000152,2022-10-11 15:24:01,P00338×1|P00056×4|P00444×3|P00271×5,4,6942.65,Gift Card,Cancelled,
O0007335,U001583,2019-02-11 14:52:12,P00311×1|P00415×2|P00007×1,3,2606.98,Google Pay,Delivered,4
O0007336,U000236,2022-12-14 14:59:37,P00222×3,1,4523.85,Gift Card,Delivered,3
O0007337,U000236,2020-05-03 19:36:47,P00211×3|P00101×3|P00189×3|P00318×1|P00410×4,5,8726.57,Bank Transfer,Shipped,7
O0007338,U000662,2023-05-11 01:44:54,P00271×3,1,333.27,Gift Card,Delivered,13
O0007339,U000761,2023-12-23 03:57:28,P00319×1|P00275×3,2,1946.52,PayPal,Delivered,3
O0007340,U000654,2021-07-07 22:16:27,P00257×2|P00011×1|P00255×2|P00381×4,4,8945.83,Credit Card,Delivered,12
O0007341,U000438,2021-07-27 05:03:31,P00007×2|P00006×2|P00055×2,3,6515.48,Debit Card,Delivered,13
O0007342,U001277,2020-02-20 12:24:16,P00148×3,1,1263.72,Credit Card,Shipped,13
O0007343,U000206,2023-11-15 05:27:38,P00109×3|P00368×2,2,4570.04,Google Pay,Delivered,1
O0007344,U001797,2021-08-01 20:41:57,P00354×5|P00262×1,2,1727.89,Credit Card,Delivered,4
O0007345,U001466,2021-04-16 19:45:58,P00333×2,1,1052.48,Bank Transfer,Delivered,4
O0007346,U001891,2021-02-06 18:42:36,P00050×1,1,588.84,Apple Pay,Delivered,13
O0007347,U000729,2019-06-13 20:08:46,P00076×1|P00375×1,2,2178.57,Debit Card,Shipped,6
O0007348,U001716,2023-03-02 04:55:59,P00368×2|P00212×2,2,3121.82,Apple Pay,Cancelled,
O0007349,U001030,2022-06-12 11:56:49,P00184×1|P00273×4|P00068×1,3,6042.36,Credit Card,Delivered,9
O0007350,U000116,2024-09-17 01:19:27,P00405×5,1,5796.4,Apple Pay,Delivered,13
O0007351,U001558,2020-10-18 02:48:14,P00204×1,1,73.15,PayPal,Shipped,12
O0007352,U000726,2022-01-16 11:06:30,P00253×4,1,3989.72,PayPal,Delivered,10
O0007353,U001066,2020-05-01 14:00:25,P00480×5,1,961.45,Gift Card,Delivered,2
O0007354,U001439,2023-04-24 20:57:34,P00458×5|P00035×1|P00084×5,3,6237.42,Credit Card,Cancelled,
O0007355,U000174,2019-09-06 22:23:14,P00358×5|P00015×2,2,7211.38,Bank Transfer,Delivered,14
O0007356,U000999,2019-12-26 07:19:44,P00493×4|P00404×4,2,5122.52,PayPal,Delivered,9
O0007357,U000675,2020-01-17 18:49:31,P00288×4|P00225×4|P00419×3|P00204×3|P00224×3,5,9383.0,Bank Transfer,Delivered,2
O0007358,U000708,2020-10-27 22:05:27,P00185×4|P00231×3|P00147×5,3,7947.08,Gift Card,Cancelled,
O0007359,U001082,2023-07-14 17:55:16,P00482×5,1,2932.45,Debit Card,Delivered,13
O0007360,U001942,2019-02-13 21:28:02,P00494×5,1,5676.6,Debit Card,Processing,
O0007361,U001406,2021-04-27 10:00:18,P00258×4,1,3091.32,PayPal,Shipped,4
O0007362,U000666,2019-04-19 10:40:00,P00135×3,1,134.76,Credit Card,Processing,
O0007363,U001743,2020-09-06 00:31:35,P00293×4|P00043×3,2,9052.98,PayPal,Delivered,3
O0007364,U001021,2021-03-25 22:10:40,P00498×3,1,3254.25,PayPal,Delivered,5
O0007365,U001627,2020-07-06 10:04:45,P00325×5,1,6650.65,Debit Card,Delivered,14
O0007366,U000362,2020-04-20 15:15:41,P00051×4,1,1994.0,PayPal,Processing,
O0007367,U000380,2020-11-27 05:48:47,P00068×1|P00208×5,2,3863.09,Credit Card,Delivered,6
O0007368,U000249,2024-10-22 10:18:29,P00424×1,1,931.35,Gift Card,Shipped,11
O0007369,U001655,2020-04-30 00:10:37,P00075×1,1,30.41,Apple Pay,Delivered,6
O0007370,U001133,2021-12-14 12:57:58,P00078×5,1,1027.85,Credit Card,Shipped,13
